Date,Total_Confirmed_Cases,Total_Fatalities,Total_Recovered_Cases,New_Confirmed_Cases,New_Fatalities,New_Recovered_Cases,Remaining_Confirmed_Cases
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,1,0,0,1,0,0,1
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,4,0,2,4,0,2,2
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,1,0,0,1,0,0,1
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737446,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,643,18,30,95,1,2,595
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,2,0,0,0,0,0,2
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,1,0,0,0,0,0,1
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
737447,0,0,0,0,0,0,0
